Restaurant,Category,Item Name,Description,Price,Dietary Tags
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,左宗鸡 General Gao's Chicken (GF),,$17.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,咖喱鸡 Chicken w. Curry Sauce(GF),,$17.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,照烧鸡 Grilled Tender Chicken w. Teriyaki Sauce,,$21.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,香草大会Basil Treasure(GF),,$23.50,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,咖喱鸭 Boneless Duck w. Curry Sauce (GF),,$24.50,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,湖南鸭 Hunan Spicy Boneless Duck,,$24.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,鱼香鸭 Boneless Duck in Garlic Sauce,,$24.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,照烧鸭 Boneless Duck w. Teriyaki Sauce,,$24.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,黑椒鸡 Chicken w. Black Pepper Sauce,,$17.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,陈皮鸡Orange Chicken,,$17.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,香波鸡Tropical Chicken (GF),,$17.25,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,甜酸鸡 Sweet & Sour Chicken,,$15.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,小洋白菜牛 Sautéed Brussels Sprouts w. Beef,,$22.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,牛肉卷 Beef Wrap,,$17.95,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,芦笋牛 Beef w. Asparagus,,$19.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,芥兰牛 Beef w. Broccoli,,$19.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,岳阳牛四季豆 Yuen-Yang Spicy Beef w. String Beans,,$20.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,豆苗牛 Yuen-Yang Spicy Beef w. Pea Pod Stems,,$26.95,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,蚝油牛 Beef w. Oyster Mushrooms,,$20.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,牛肉扒豆苗 Minced Steak w. Pea Pod Stems,,$26.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,芝麻牛 Crispy Beef w. Sesame,,$20.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,全家福Happy Family,,$22.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,咖喱牛 Beef w. Curry Sauce,,$21.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,照烧牛 Grilled Sirloin Steak,,$30.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,黑椒牛 Beef w. Black Pepper Sauce,,$19.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,陈皮牛Orange Beef,,$20.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,茄子牛 Beef Eggplant,,$19.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,素菜牛Beef Vegetable,,$19.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,青椒牛 Beef Pepper & Onion,,$20.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,牛肉炒秋葵Stir Fried Beef w/ Okra,,$19.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,宫宝牛 Kung Pao Beef,,$19.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,干煎鱼片 Crispy Chilean Sea Bass,,$33.95,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,干煎三文鱼 Crispy Salmon,,$23.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,XO 酱 House-Made XO Sauce,,$29.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,虾菜天妇罗 (正) Prawn & Vegetables Tempura,,$23.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,鱼香虾 Prawn in Garlic Sauce,,$23.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,芦笋大虾 Prawn w. Asparagus (GF),,$23.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,芥兰虾 Prawn w. Broccoli (GF),,$23.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,姜葱虾 Crispy Prawn w. Ginger and Scallions (GF),,$23.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,素菜虾 Sautéed Prawn w. Vegetables (GF),,$23.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,五味虾 Mermaid Prawn (GF),,$23.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,椒盐大虾 Salt & Pepper Crispy Prawn (GF),,$23.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,虾龙糊 Prawn w. Minced Steak in Lobster Sauce,,$24.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,鱼香干贝 Scallops in Garlic Sauce,,$23.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,照烧虾 Grilled Prawn,,$26.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,照烧干贝 Grilled Scallop,,$26.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,照烧三文鱼 Grilled Salmon,,$26.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,水晶干贝 Crystal Scallops (GF),,$23.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,麻辣双鲜 Imperial Couple,,$27.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,豉汁炒菜 Sautéed w. Black Bean Sauce,,$24.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,龙虾 Lobster,,$29.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,宫宝虾 Kung Pao Shrimp,,$23.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,左宗虾 General Gao'S shrimp (GF),,$23.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,甜酸鱼片Fish Filets w/ Hunan Sauce (GF),,$22.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,龙湖水Lobster Sauce,,$17.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,清炒小洋白菜 Sauteed Brussels Sprouts,,$15.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,菜天妇罗 (正) Vegetables Tempura,,$18.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,素什锦 Vegetarian's Delight(GF),,$15.50,vegetarian; gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,干扁四季豆 Dry Cooked String Beans (GF),,$15.50,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,炒豆苗 Sauteed Pea Pod Stems (GF),,$21.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,上海菜皇子菇 Shanghai Greens w. Oyster Mushrooms,,$17.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,清炒时菜 Sautéed Seasonal Greens (GF),,$15.50,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,九层塔豆腐茄子 Basil Eggplant w. Tofu,,$15.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,左宗豆腐 General Gao's Tofu (GF),,$16.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,鱼香茄子 Eggplant in Garlic Sauce,,$14.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,鱼香芥兰 Broccoli in Garlic Sauce,,$14.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,本楼豆腐 Asian Tofu,,$16.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,麻婆豆腐 Szechuan Tofu,,$14.95,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,家常豆腐 Home Style Tofu,,$15.25,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,五菇大会 Mushroom Stir Fry,,$24.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,宫宝豆腐 Kung Pao Tofu,,$14.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,炒饭 Fried Rice,,$12.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,本楼炒饭 House Fried Rice (White),,$15.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,干贝炒饭 Scallop Fried Rice (White),,$15.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,虾炒饭 Shrimp Fried Rice (White),,$15.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,龙虾炒饭 Lobster Fried Rice (White),,$25.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,净炒饭 Plain Fried Rice,,$9.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,菠萝炒饭 Pineapple Fried Rice,,$13.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,蛋炒饭 Egg Fried Rice,,$11.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,捞面 Lo Mein,,$14.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,星洲炒米粉 Singapore Rice Noodles,,$15.95,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,泰面 Pad Thai,,$17.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,素泰面 Vegetable Pad Thai,,$14.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,炒年糕 Stir-Fried Sticky Rice Cakes,,$17.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,炒乌冬面 Sautéed Udon,,$17.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,上海两面黄 Shanghai Pan-Fried Noodles,,$24.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,鸡两面黄 Chicken Pan-Fried Noodles,,$17.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,虾两面黄 Shrimp Pan-Fried Noodles,,$22.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,牛两面黄 Beef Pan-Fried Noodles,,$19.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,鱼片两面黄 Fish Pan-Fried Noodles,,$18.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,素两面黄 Vegetable Pan-Fried Noodles,,$16.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,净乌冬面 Plain Udon,,$11.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,鸭丝捞面 Duck Lo Mein,,$16.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,炒肠粉 Sautéed Rice Roll,,$17.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,XO 鱼子酱炒饭 Caviar w/ XO sauce fried Rice,,$19.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sushi Rice,,$4.00,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,净捞面 Plain Lo Mein,,$9.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,炒面Chow Mein,,$14.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,鸡炒饭Chicken Fried Rice,,$12.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,肉炒饭Pork Fried Rice,,$12.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,牛炒饭Beef Fried Rice,,$12.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,素炒饭Vegetable Fried Rice,,$12.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,刀叉 Utensils,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,免刀叉 No Utensil,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,筷子 chopsticks,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,鸡公酱. Siracha Sauce,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,沙拉酱Salad Dressing,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,姜葱酱Chinese pesto sauce,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,签语饼Cookie,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,酸梅酱Duck sauce6 oz$,,$2.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,酸梅酱X Duck sauce,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,多芥末酱X hot mustard sauce,,,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,芥末酱Hot Mustard sauce 6 oz $,,$2.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,酸梅酱Duck sauce (P)$,,$5.00,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,海鲜酱X Hoisin sauce.,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,锅贴水X Ginger sauce,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,辣油Hot oil,,,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,菜单Menu,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,酱油X Soy sauce,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,X ginger,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,X wasabi,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,沙拉酱X. Salad dressing (3.5oz)$,,$2.00,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,X. Spicy mayo sauce (1 oz),,,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,X Eel sauce (1 oz),,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,X Gluten Free soy sauce,,,gluten-free
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,不要酱No sauce,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,锅巴Rice cracker $.,,$2.00,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Kids chopsticks,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,锅贴水Ginger sauce (p)$,,$7.00,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Teriyaki sauce $,,$3.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,付现金Cash,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,加餐Add items,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,分袋 S Bag------,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,分盘 S Plate ------,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,天妇罗汁tempura sauce,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,木须皮 Pancakes,,$0.75,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,两面黄 Pan Fried Noodle,,$7.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,咖喱酱 curry sauce,,$3.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Spicy mayo sauce$,,$1.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Eel sauce $,,$1.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Wasabi mayo,,$1.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,鱼香汁 Garlic Sauces,,$3.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Golden Spring Roll,,$15.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Summer Rolls,,$9.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,毛豆Edamame,,$6.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,烤毛豆Grilled Edamame,,$11.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,小素天Vegetable Tempura,,$10.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,小虾天 (2虾) Shrimp & Vegetable Tempura,,$15.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,炸番薯. (18) Sweet Potato Tempura,,$8.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,日式饺Gyoza,,$9.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,烤干贝Spicy Baked Scallop,,$15.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,烤油甘鱼Hamachi-Kama,,$20.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,King Crab Tempura 炸蟹肉,,$28.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,辣毛豆Spicy Edamame,,$9.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,炸豆腐 Agedashi,,$11.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,House Salad,,$6.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Seaweed Salad,,$8.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Avocado & Crab Stick Salad,,$12.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sashimi Salad,,$24.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Yuzu Yellowtail,,$17.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Seared Ahi,,$20.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Seared Salmom,,$15.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Spicy Awase,,$16.25,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Naruto,,$16.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Seafood Roll,,$22.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sashimi Roll,,$21.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Wagyu Carpaccio,,$29.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Jeffery pizza,,$18.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Seared Hamachi,,$20.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Oyster ( half dozen),,$21.00,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Oyster ( complementary)赠送,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,oyster,,$3.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Salmon on fire,,$21.00,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Poke Bowl,,$26.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Grilled Eel,,$25.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Spicy Maki Combo,,$28.95,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Maki Combo,,$29.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Veggie Maki Combo,,$22.50,vegetarian
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sushi Couple,,$29.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sushi Delight,,$39.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sashimi Sampler,,$47.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sushi Sampler,,$48.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Love Boat,,$128.00,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Chirashi,,$30.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sake Don,,$25.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Takka Don,,$25.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sushi Burrito,,$16.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,-----------s plate,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Tuna (Maguro),,$9.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Spicy Tuna,,$9.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Tuna Belly (Toro),,$17.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Yellowtail (Hamachi),,$9.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Salmon (Sake),,$8.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Smoked Salmon,,$8.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Red Sea Bream (Madai),,$14.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Striped Bass (Suzuki),,$8.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Mackerel (Saba),,$7.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Squid (Ika),,$8.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Scallop (Hotategai),,$8.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Octopus (Tako),,$9.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Eel (Unagi),,$7.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Crab Stick (Kanikama),,$5.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Omelette Egg (Tamago),,$5.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Shrimp (Ebi),,$6.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Flying Fish Roe (Tobiko),,$7.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Wasabi Flying Fish Roe,,$9.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Salmon Roe (Ikura),,$15.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sea Urchin (Uni),,$17.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,King Crab,,$23.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Wagyu,,$20.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Lobster,,$15.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Shima Aji,,$13.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Kampachi,,$9.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Inari,,$5.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,---------- s plate.,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Kinmedai,,$13.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,fluke（Hirame),,$9.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Tuna (Maguro) Sa,,$13.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Spicy Tuna Sa,,$13.95,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Tuna Belly (Toro) Sa,,$21.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Yellowtail (Hamachi) Sa,,$13.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Salmon (Sake) Sa,,$12.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Smoke Salmon Sa,,$14.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Red Sea Bream (Madai) Sa,,$18.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Striped Bass (Suzuki) Sa,,$13.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Mackerel (Saba) Sa,,$11.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Squid (Ika) Sa,,$12.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Scallop (Hotategai) Sa,,$12.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Octopus (Tako) Sa,,$13.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Eel (Unagi) Sa,,$11.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Crab Stick (Kanikama) Sa,,$8.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Omelette Egg (Tamago) Sa,,$8.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Shrimp (Ebi) Sa,,$10.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Flying Fish Roe (Tobiko) Sa,,$10.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Wasabi Flying Fish Roe Sa,,$13.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Salmon Roe (Ikura) Sa,,$21.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sea Urchin (Uni) Sa,,$21.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,King Crab Sa,,$27.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Wagyu Sa,,$24.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Lobster Sa,,$19.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Kampachi sa,,$13.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Shima Aji sa,,$18.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Kinmedai Sa,,$18.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Fluke Sa,,$13.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,-------- s plate,,,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Avocado Maki,,$6.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Cucumber Maki,,$6.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Avocado & Cucumber MK,,$7.75,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Sweet Potato Tempura Mk,,$7.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Vegetable Maki,,$8.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Tuna Maki,,$8.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Salmon Maki,,$8.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Yellowtail w. Scallion Mk,,$9.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Yuzu Yellowtail MK,,$13.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Spicy Maki,,$10.75,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Alaskan Maki,,$9.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Philadelphia Maki,,$10.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,California Maki,,$9.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Boston Maki,,$9.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Eel Maki,,$9.75,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Shrimp Tempura Mk,,$13.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Crazy Maki,,$12.95,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Spider Maki,,$16.95,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Godzilla Maki,,$25.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Snow Mountain Mk,,$22.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Golden Nugget Mk,,$27.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Torched Hamachi Mk,,$23.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Wagyu Maki,,$39.95,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Dragon Maki,,$17.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Caterpillar Mk,,$17.25,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Green Dragon Mk,,$17.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Rainbow Maki,,$19.50,
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Volcano Maki,,$18.50,spicy
Jin’s fine Asian cuisine sushi bar (brookline),Chinese,Tiger Maki,,$20.50,
